STATEFIPS,STATE,ZIPCODE,AGI_STUB,N1,MARS1,MARS2,A00100
26,MI,49047,0,6320,2840,2430,264987
26,MI,49048,0,11600,5750,3560,474674
26,MI,49050,0,710,280,380,39389
26,MI,49051,0,1190,470,610,76633
26,MI,49052,0,440,170,210,21136
26,MI,49053,0,3240,1420,1420,196473
26,MI,49055,0,2800,1220,1280,134421
26,MI,49056,0,1610,670,680,60468
26,MI,49057,0,2880,1230,1050,103067
26,MI,49058,0,8760,3920,3870,451530
26,MI,49060,0,890,370,460,114747
26,MI,49061,0,720,330,330,34681
26,MI,49064,0,1660,720,700,73757
26,MI,49065,0,3110,1390,1360,154243
26,MI,49066,0,310,140,130,12663
26,MI,49067,0,2000,870,900,97195
26,MI,49068,0,7150,3340,3060,428641
26,MI,49070,0,1160,530,530,55368
26,MI,49071,0,4580,1790,2360,366095
26,MI,49072,0,1490,680,660,73226
26,MI,49073,0,2060,860,960,86431
26,MI,49076,0,1760,730,830,84334
26,MI,49078,0,4340,1910,1890,210324
26,MI,49079,0,6200,2750,2680,308935
26,MI,49080,0,7300,3180,3300,414874
26,MI,49082,0,2740,1190,1220,122441
26,MI,49083,0,3620,1480,1850,386930
26,MI,49085,0,11930,5580,5410,999752
26,MI,49087,0,3020,1260,1560,215558
26,MI,49088,0,1860,750,950,118877
26,MI,49089,0,740,310,330,30580
26,MI,49090,0,6510,3040,2560,354225
26,MI,49091,0,8950,4050,3440,392595
26,MI,49092,0,1000,450,420,42201
26,MI,49093,0,8530,3800,3430,383638
26,MI,49094,0,1770,770,740,75194
26,MI,49095,0,900,390,370,53191
26,MI,49096,0,1370,580,680,62814
26,MI,49097,0,5110,2140,2470,308517
26,MI,49098,0,2720,1300,990,120328
26,MI,49099,0,2620,1170,1120,131706
26,MI,49101,0,1510,690,680,81801
26,MI,49102,0,580,230,290,30301
26,MI,49103,0,4960,2200,2180,232059
26,MI,49106,0,2270,1040,1010,127759
26,MI,49107,0,4640,2110,1900,224871
26,MI,49111,0,1700,710,730,74574
26,MI,49112,0,4660,2010,2080,276925
26,MI,49113,0,840,390,370,40845
26,MI,49116,0,100,40,50,13152
26,MI,49117,0,1880,990,690,150078
26,MI,49120,0,16570,7390,6630,827441
26,MI,49125,0,1030,530,440,59808
26,MI,49126,0,630,300,250,24542
26,MI,49127,0,5340,2350,2480,408743
26,MI,49128,0,1760,860,700,80447
26,MI,49129,0,370,180,150,34075
26,MI,49130,0,860,370,420,65507
26,MI,49201,0,18430,8230,7660,1015391
26,MI,49202,0,8800,4690,2240,288541
26,MI,49203,0,16740,7860,5640,799517
26,MI,49220,0,1070,460,490,49961
26,MI,49221,0,16870,7840,6450,753581
26,MI,49224,0,5130,2300,1830,201621
26,MI,49227,0,590,240,290,25847
26,MI,49228,0,2640,1140,1200,138486
26,MI,49229,0,1590,670,780,88643
26,MI,49230,0,5230,2340,2410,299474
26,MI,49232,0,1080,380,590,45023
26,MI,49233,0,1290,530,630,67811
26,MI,49234,0,1390,610,640,102879
26,MI,49235,0,930,390,440,42615
26,MI,49236,0,2390,1100,1070,125730
26,MI,49237,0,1330,510,680,72707
26,MI,49238,0,810,360,360,40072
26,MI,49240,0,4310,1900,2090,267040
26,MI,49241,0,1080,470,480,50563
26,MI,49242,0,5940,2670,2510,273428
26,MI,49245,0,2010,830,900,88952
26,MI,49246,0,1500,570,810,104208
26,MI,49247,0,2470,1060,1110,104650
26,MI,49248,0,430,190,200,19505
26,MI,49249,0,1550,630,770,86403
26,MI,49250,0,2700,1230,1190,120536
26,MI,49251,0,2950,1240,1370,149300
26,MI,49252,0,1160,510,480,50430
26,MI,49253,0,1430,620,680,86330
26,MI,49254,0,1660,850,570,72599
26,MI,49255,0,570,260,240,21988
26,MI,49256,0,1650,660,760,69067
26,MI,49259,0,1170,530,520,53854
26,MI,49262,0,560,240,280,21130
26,MI,49264,0,910,370,450,44938
26,MI,49265,0,2380,940,1230,147235
26,MI,49266,0,1270,560,610,52330
26,MI,49267,0,1960,840,950,124001
26,MI,49268,0,520,220,230,23563
26,MI,49269,0,2680,1150,1200,141340
26,MI,49270,0,2890,1250,1380,178293
26,MI,49271,0,920,370,460,38192
26,MI,49272,0,1200,520,570,67361
26,MI,49274,0,1480,630,700,64953
26,MI,49276,0,510,230,230,29076
26,MI,49277,0,1520,630,730,77417
26,MI,49279,0,400,170,200,18816
26,MI,49282,0,170,80,80,6046
26,MI,49283,0,1450,620,730,81745
26,MI,49284,0,1270,490,630,63160
26,MI,49285,0,2600,1120,1240,136767
26,MI,49286,0,7400,3330,3320,402058
26,MI,49287,0,1010,430,500,56388
26,MI,49288,0,560,230,280,22594
26,MI,49301,0,9200,3570,5140,1719016
26,MI,49302,0,3970,1620,2120,328416
26,MI,49303,0,510,210,230,23183
26,MI,49304,0,1490,680,560,51726
26,MI,49305,0,880,360,440,34978
26,MI,49306,0,4610,1940,2380,397491
26,MI,49307,0,6850,3480,2560,332856
26,MI,49309,0,660,280,300,24896
26,MI,49310,0,1190,530,550,54847
26,MI,49315,0,10760,4470,5670,811226
26,MI,49316,0,10120,4100,5200,782987
26,MI,49318,0,680,270,350,31052
26,MI,49319,0,7410,3080,3480,367728
26,MI,49321,0,8580,4260,3050,397106
26,MI,49322,0,460,190,240,17563
26,MI,49323,0,4510,1830,2360,246541
26,MI,49325,0,890,380,440,47420
26,MI,49326,0,1700,710,800,81845
26,MI,49327,0,3560,1470,1630,158190
26,MI,49328,0,1750,740,860,87882
26,MI,49329,0,3530,1470,1660,156456
26,MI,49330,0,2400,1000,1130,110546
26,MI,49331,0,8050,3530,3800,490769
26,MI,49332,0,1260,550,590,54393
26,MI,49333,0,5460,2240,2750,331442
26,MI,49336,0,1690,710,740,64368
26,MI,49337,0,5340,2310,2380,234931
26,MI,49338,0,880,400,390,35893
26,MI,49339,0,1080,470,500,56038
26,MI,49340,0,1300,560,590,52711
26,MI,49341,0,16520,6670,8490,1263843
26,MI,49342,0,700,270,330,29749
26,MI,49343,0,2600,1090,1220,124043
26,MI,49344,0,1570,690,750,97958
26,MI,49345,0,6350,2940,2730,311455
26,MI,49346,0,2560,940,1410,144517
26,MI,49347,0,610,270,270,24153
26,MI,49348,0,6060,2620,2740,308595
26,MI,49349,0,3160,1390,1370,114689
26,MI,49401,0,6150,2760,2850,317933
26,MI,49402,0,550,240,270,20977
26,MI,49403,0,1230,540,600,66218
26,MI,49404,0,4000,1780,1850,210017
26,MI,49405,0,720,320,340,28433
26,MI,49408,0,4180,1950,1720,209870
26,MI,49410,0,770,340,350,28440
26,MI,49411,0,700,290,350,32020
26,MI,49412,0,5190,2260,2390,263217
26,MI,49415,0,3150,1410,1450,163209
26,MI,49417,0,15150,7050,6790,992966
26,MI,49418,0,14710,6840,6590,980457
26,MI,49419,0,3710,1420,2020,234189
26,MI,49420,0,2880,1280,1170,107311
26,MI,49421,0,2470,1080,1080,95709
26,MI,49423,0,21470,10190,8570,1260483
26,MI,49424,0,23110,10510,9640,1453940
26,MI,49425,0,1450,590,700,59329
26,MI,49426,0,16440,6440,9040,1147397
26,MI,49428,0,12550,5210,6490,707390
26,MI,49431,0,8520,4100,3440,419798
26,MI,49435,0,1780,770,900,125773
26,MI,49436,0,780,290,400,38678
26,MI,49437,0,3320,1450,1480,162109
26,MI,49440,0,430,260,80,13251
26,MI,49441,0,18010,9120,6390,914127
26,MI,49442,0,17050,8120,4860,543594
26,MI,49444,0,10840,4860,3260,405825
26,MI,49445,0,10140,4350,4600,581005
26,MI,49446,0,1030,410,490,45579
26,MI,49448,0,1730,760,800,89664
26,MI,49449,0,1280,550,650,84437
26,MI,49450,0,1180,480,450,37251
26,MI,49451,0,2720,1170,1290,125074
26,MI,49452,0,850,380,360,31259
26,MI,49453,0,1570,820,610,134688
26,MI,49454,0,2140,950,900,82397
26,MI,49455,0,2290,960,1020,122156
26,MI,49456,0,9670,4370,4410,818902
26,MI,49457,0,4630,1910,2120,220485
26,MI,49459,0,520,200,240,17300
26,MI,49460,0,3670,1480,1890,305656
26,MI,49461,0,4320,1880,1990,234216
26,MI,49464,0,13160,5470,6730,921681
26,MI,49503,0,16710,10790,3370,1177689
26,MI,49504,0,18670,10320,5570,797237
26,MI,49505,0,15420,8380,4930,679305
26,MI,49506,0,15540,7990,5940,1426725
26,MI,49507,0,15340,7230,3450,478241
26,MI,49508,0,19680,9400,6970,861501
26,MI,49509,0,13470,6540,4220,465900
26,MI,49512,0,8880,4770,2850,456288
26,MI,49519,0,13880,7290,4510,582940
26,MI,49525,0,14070,6720,6020,1014582
26,MI,49534,0,10880,5370,4610,650437
26,MI,49544,0,4750,2550,1670,254658
26,MI,49546,0,14890,6800,6680,1563112
26,MI,49548,0,15580,7890,4510,514694
26,MI,49601,0,9900,4610,4010,446688
26,MI,49612,0,570,240,270,32271
26,MI,49613,0,370,140,200,21340
26,MI,49614,0,1290,580,580,55134
26,MI,49615,0,2060,890,1000,124370
26,MI,49616,0,1040,540,380,35302
26,MI,49617,0,1630,750,730,80668
26,MI,49618,0,340,130,170,14365
26,MI,49619,0,500,240,200,17961
26,MI,49620,0,1220,520,530,47793
26,MI,49621,0,1580,730,730,88067
26,MI,49622,0,1200,490,570,58619
26,MI,49623,0,480,200,230,18130
26,MI,49625,0,540,230,270,19556
26,MI,49629,0,1260,580,560,83980
26,MI,49630,0,750,340,370,55790
26,MI,49631,0,2400,990,1090,91807
26,MI,49632,0,500,190,260,21989
26,MI,49633,0,1660,740,740,72400
26,MI,49635,0,1820,880,780,105762
26,MI,49636,0,360,150,190,60862
26,MI,49637,0,1800,890,710,74997
26,MI,49638,0,370,150,200,13625
26,MI,49639,0,1110,470,500,46844
26,MI,49640,0,840,380,370,39223
26,MI,49642,0,270,120,100,6495
26,MI,49643,0,3190,1510,1360,137650
26,MI,49644,0,790,310,420,29181
26,MI,49645,0,800,370,340,27875
26,MI,49646,0,3830,1770,1550,162622
26,MI,49648,0,1100,470,560,90086
26,MI,49649,0,3030,1340,1350,131966
26,MI,49650,0,1510,620,750,71656
26,MI,49651,0,3410,1440,1550,133889
26,MI,49653,0,1000,490,430,65579
26,MI,49654,0,400,170,200,43989
26,MI,49655,0,1340,550,690,56847
26,MI,49656,0,620,240,300,22281
26,MI,49657,0,1570,660,780,70199
26,MI,49659,0,2860,1330,1140,103527
26,MI,49660,0,6340,3140,2530,287025
26,MI,49663,0,2470,990,1160,93212
26,MI,49664,0,1060,510,500,68937
26,MI,49665,0,1660,660,790,63674
26,MI,49667,0,250,110,120,8757
26,MI,49668,0,1540,670,640,53144
26,MI,49670,0,980,420,510,76375
26,MI,49675,0,570,270,250,34123
26,MI,49676,0,1690,770,750,92376
26,MI,49677,0,2920,1270,1280,120564
26,MI,49679,0,540,230,260,19038
26,MI,49680,0,840,360,380,35122
26,MI,49682,0,2240,1000,1000,154765
26,MI,49683,0,950,460,390,41631
26,MI,49684,0,11220,5960,4290,724770
26,MI,49686,0,12990,7060,4740,872084
26,MI,49688,0,1190,500,580,52341
26,MI,49689,0,650,300,310,23338
26,MI,49690,0,3180,1450,1520,244704
26,MI,49701,0,700,400,230,31493
26,MI,49705,0,320,130,150,10736
26,MI,49706,0,2160,960,930,89439
26,MI,49707,0,10700,5310,4320,466293
26,MI,49709,0,1490,600,770,56027
26,MI,49710,0,200,70,110,9223
26,MI,49712,0,3920,1770,1720,212143
26,MI,49713,0,980,470,410,40647
26,MI,49715,0,1520,700,620,73481
26,MI,49716,0,400,180,190,24983
26,MI,49718,0,330,140,150,11455
26,MI,49719,0,710,310,330,36599
26,MI,49720,0,4930,2390,2100,321759
26,MI,49721,0,6570,3070,2790,273221
26,MI,49724,0,530,220,270,23819
26,MI,49725,0,320,150,160,13405
26,MI,49726,0,530,230,260,23176
26,MI,49727,0,3280,1430,1440,200137
26,MI,49728,0,140,60,70,4821
26,MI,49729,0,730,300,370,34056
26,MI,49730,0,940,370,480,40242
26,MI,49733,0,720,300,350,30177
26,MI,49735,0,8890,4100,3820,435240
26,MI,49736,0,240,100,130,8441
26,MI,49738,0,4400,1950,1930,182581
26,MI,49740,0,3940,1850,1760,323171
26,MI,49743,0,340,150,170,11708
26,MI,49744,0,400,170,190,16994
26,MI,49745,0,500,230,230,18730
26,MI,49746,0,1500,650,740,59270
26,MI,49747,0,810,340,420,36882
26,MI,49749,0,1990,850,960,101560
26,MI,49751,0,920,400,440,38142
26,MI,49752,0,230,80,120,10277
26,MI,49753,0,860,340,470,36762
26,MI,49755,0,900,400,400,36067
26,MI,49756,0,1770,820,790,73751
26,MI,49759,0,670,280,340,28409
26,MI,49760,0,330,110,170,13453
26,MI,49762,0,270,130,140,12135
26,MI,49765,0,1670,690,780,67070
26,MI,49766,0,1100,480,530,51546
26,MI,49768,0,210,100,90,7585
26,MI,49769,0,770,380,310,28711
26,MI,49770,0,9130,4660,3560,563673
26,MI,49774,0,850,340,430,38321
26,MI,49776,0,820,370,430,31281
26,MI,49777,0,840,320,480,46913
26,MI,49779,0,2190,1010,980,86060
26,MI,49780,0,840,350,410,36592
26,MI,49781,0,2200,1200,740,84336
26,MI,49782,0,330,180,140,15551
26,MI,49783,0,8980,4680,3160,375356
26,MI,49788,0,950,370,340,28842
26,MI,49795,0,880,400,370,32368
26,MI,49799,0,1050,440,450,33285
26,MI,49801,0,5700,2740,2390,323698
26,MI,49802,0,3180,1660,1160,131699
26,MI,49805,0,130,50,70,6497
26,MI,49806,0,260,110,140,15227
26,MI,49807,0,1470,620,740,71209
26,MI,49812,0,430,170,220,18712
26,MI,49814,0,610,230,310,32983
26,MI,49815,0,220,90,120,9134
26,MI,49816,0,340,130,180,15103
26,MI,49817,0,270,130,140,11227
26,MI,49818,0,420,160,230,20770
26,MI,49820,0,260,100,140,10852
26,MI,49821,0,550,210,310,23662
26,MI,49827,0,400,150,220,15204
26,MI,49829,0,7990,3930,3100,349832
26,MI,49831,0,320,120,180,15424
26,MI,49834,0,160,60,90,6855
26,MI,49835,0,380,150,200,15771
26,MI,49836,0,340,150,180,14343
26,MI,49837,0,4680,1990,2240,249593
26,MI,49838,0,170,70,90,6095
26,MI,49840,0,310,120,190,16654
26,MI,49841,0,3020,1300,1320,131974
26,MI,49847,0,450,210,200,18083
26,MI,49849,0,5590,2500,2490,275976
26,MI,49853,0,540,210,300,27383
26,MI,49854,0,2910,1330,1260,132607
26,MI,49855,0,15050,8160,5730,827357
26,MI,49858,0,5920,2920,2340,284948
26,MI,49861,0,270,100,150,13864
26,MI,49862,0,1980,920,870,89613
26,MI,49866,0,3820,1650,1830,203055
26,MI,49868,0,1940,920,760,79326
26,MI,49870,0,1650,800,670,72574
26,MI,49874,0,450,220,200,19327
26,MI,49876,0,590,250,280,26231
26,MI,49878,0,1630,670,840,80304
26,MI,49879,0,450,190,230,20108
26,MI,49880,0,460,200,230,20256
26,MI,49881,0,170,90,80,7686
26,MI,49884,0,210,80,110,7676
26,MI,49885,0,910,380,460,45644
26,MI,49886,0,190,70,80,7669
26,MI,49887,0,1010,450,480,45662
26,MI,49891,0,290,110,140,11450
26,MI,49892,0,960,400,480,46027
26,MI,49893,0,830,350,420,38762
26,MI,49894,0,380,170,150,14612
26,MI,49895,0,360,150,200,17257
26,MI,49896,0,730,310,300,27201
26,MI,49905,0,830,380,400,37989
26,MI,49908,0,1110,520,390,44093
26,MI,49910,0,180,80,80,6811
26,MI,49911,0,1270,610,520,53519
26,MI,49912,0,370,170,180,14559
26,MI,49913,0,3130,1520,1270,126474
26,MI,49916,0,1270,570,630,71095
26,MI,49920,0,1930,910,880,84187
26,MI,49921,0,150,90,40,4707
26,MI,49925,0,250,110,110,9962
26,MI,49927,0,180,80,80,6882
26,MI,49930,0,2930,1570,1110,143316
26,MI,49931,0,2760,1500,1030,143960
26,MI,49935,0,2710,1270,1100,107380
26,MI,49938,0,3390,1680,1380,135198
26,MI,49945,0,1180,540,530,53765
26,MI,49946,0,1760,800,730,75610
26,MI,49947,0,300,140,140,13598
26,MI,49948,0,210,80,110,7937
26,MI,49950,0,560,270,260,28000
26,MI,49953,0,1170,530,540,48740
26,MI,49958,0,540,240,260,24847
26,MI,49962,0,110,60,50,4884
26,MI,49965,0,180,70,110,9089
26,MI,49967,0,220,100,100,8427
26,MI,49968,0,920,460,360,36720
26,MI,49969,0,550,250,210,33699
26,MI,49970,0,130,60,50,4621
26,MI,99999,0,43520,22930,15600,2617510
27,MN,0,0,2657660,1307580,1052030,186028474
27,MN,55001,0,1490,650,780,227640
27,MN,55003,0,1230,650,460,92526
27,MN,55005,0,2200,950,1030,137121
27,MN,55006,0,1720,760,720,77398
27,MN,55007,0,1080,500,470,42579
27,MN,55008,0,7140,3320,2920,389174
27,MN,55009,0,4160,1940,1910,274509
27,MN,55011,0,5100,2200,2480,347832
27,MN,55012,0,930,410,440,60692
27,MN,55013,0,3270,1480,1540,226639
27,MN,55014,0,13650,6490,5840,952422
27,MN,55016,0,17050,7510,7700,1153262
27,MN,55017,0,350,150,170,17983
27,MN,55018,0,500,230,250,33056
27,MN,55019,0,970,420,470,58986
27,MN,55020,0,1810,700,970,147962
27,MN,55021,0,13750,6550,5130,703974
27,MN,55024,0,15620,6650,7300,1079121
27,MN,55025,0,11980,5490,5180,820674
27,MN,55026,0,220,100,120,13574
27,MN,55027,0,1420,610,670,89937
27,MN,55030,0,610,270,240,26065
27,MN,55031,0,970,450,440,70456
27,MN,55032,0,1730,770,820,101265
27,MN,55033,0,14910,7140,6210,999578
27,MN,55037,0,2250,1100,840,95262
27,MN,55038,0,10610,4640,4980,885939
27,MN,55040,0,6060,2780,2530,323068
27,MN,55041,0,3890,1790,1740,222132
27,MN,55042,0,4350,1840,2200,619939
27,MN,55043,0,1880,940,820,158565
27,MN,55044,0,24160,10010,12070,2289368
27,MN,55045,0,3650,1620,1670,235673
27,MN,55046,0,2440,1000,1200,158072
27,MN,55047,0,1310,590,650,151024
27,MN,55049,0,1270,560,540,66870
27,MN,55051,0,4240,1930,1830,228743
27,MN,55052,0,910,400,410,49347
27,MN,55053,0,470,190,250,35881
27,MN,55054,0,930,300,530,72106
27,MN,55055,0,1800,950,610,97551
27,MN,55056,0,6510,2910,2880,379900
27,MN,55057,0,10050,4550,4430,707686
27,MN,55060,0,14490,6810,6010,816575
27,MN,55063,0,4170,1970,1730,196572
27,MN,55065,0,520,240,260,35348
27,MN,55066,0,9460,4650,3720,559767
27,MN,55068,0,13850,5940,6450,1100983
27,MN,55069,0,2170,1040,900,107342
27,MN,55070,0,3610,1630,1460,194834
27,MN,55071,0,2900,1460,1000,143764
27,MN,55072,0,1470,710,540,59026
27,MN,55073,0,1740,740,890,134017
27,MN,55074,0,1030,450,480,58591
27,MN,55075,0,10610,5650,3450,510134
27,MN,55076,0,11530,5890,4320,731080
27,MN,55077,0,6690,3310,2630,634350
27,MN,55079,0,4280,1890,1970,265865
27,MN,55080,0,1260,550,610,73037
27,MN,55082,0,18110,8340,8280,1855220
27,MN,55084,0,860,420,370,47852
27,MN,55087,0,160,60,70,7374
27,MN,55088,0,900,370,480,82015
27,MN,55089,0,950,450,430,89750
27,MN,55092,0,5360,2390,2480,347725
27,MN,55101,0,4300,3220,720,424353
27,MN,55102,0,10040,6840,2160,677384
27,MN,55103,0,5700,3090,1230,197267
27,MN,55104,0,20670,12180,5280,1075778
27,MN,55105,0,12990,7340,4880,1376691
27,MN,55106,0,25170,13270,5850,904732
27,MN,55107,0,6560,3470,1700,267867
27,MN,55108,0,7020,3990,2510,495346
27,MN,55109,0,17250,9110,5680,949230
27,MN,55110,0,20320,10010,8470,1659310
27,MN,55112,0,22400,11210,8610,1521278
27,MN,55113,0,21160,11570,7740,1428268
27,MN,55114,0,1780,1260,350,97704
27,MN,55115,0,4520,2130,2020,464017
27,MN,55116,0,12990,7320,4470,1141411
27,MN,55117,0,20790,11070,5770,942702
27,MN,55118,0,14990,7820,5430,1293194
27,MN,55119,0,20400,10750,6020,1011682
27,MN,55120,0,2370,1250,960,247122
27,MN,55121,0,4830,2770,1470,290893
27,MN,55122,0,17020,8790,6380,1247470
27,MN,55123,0,13530,6200,6320,1347419
27,MN,55124,0,26370,12580,10940,1981615
27,MN,55125,0,22080,10310,9730,1979535
27,MN,55126,0,13740,6640,6040,1266623
27,MN,55127,0,9340,4450,4170,1236031
27,MN,55128,0,15730,8270,5350,879463
27,MN,55129,0,10380,3930,5440,1259753
27,MN,55130,0,7270,3700,1570,211046
27,MN,55301,0,5160,2180,2370,342021
27,MN,55302,0,3420,1530,1570,217318
27,MN,55303,0,23910,11390,9730,1491501
27,MN,55304,0,22900,9850,11240,1871364
27,MN,55305,0,11410,6310,4140,1215739
27,MN,55306,0,8590,4370,3160,609716
27,MN,55307,0,1510,680,650,77109
27,MN,55308,0,4160,1750,2000,269803
27,MN,55309,0,8740,3810,3980,557611
27,MN,55310,0,770,390,330,52855
27,MN,55311,0,16970,6980,8580,1992116
27,MN,55312,0,740,320,360,40609
27,MN,55313,0,11280,5000,5140,734320
27,MN,55314,0,560,260,250,33304
27,MN,55315,0,2310,890,1270,210974
27,MN,55316,0,12100,5630,5160,833734
27,MN,55317,0,10410,4630,5020,1351281
27,MN,55318,0,13140,6040,5700,1240736
27,MN,55319,0,2530,1100,1240,171963
27,MN,55320,0,2460,1120,1140,162909
27,MN,55321,0,2290,1080,1030,120677
27,MN,55322,0,1600,680,810,117058
27,MN,55324,0,620,240,330,42874
27,MN,55325,0,2020,830,1050,123190
27,MN,55327,0,1860,830,900,160604
27,MN,55328,0,4240,1880,2070,316223
27,MN,55329,0,920,410,410,44467
27,MN,55330,0,18440,8160,8430,1254454
27,MN,55331,0,9050,3990,4450,2352213
27,MN,55332,0,890,420,410,50648
27,MN,55333,0,350,150,150,15616
27,MN,55334,0,1470,680,570,71900
27,MN,55335,0,780,350,360,38864
27,MN,55336,0,4030,1870,1680,215766
27,MN,55337,0,23840,12080,8520,1439090
27,MN,55338,0,590,270,250,30603
27,MN,55339,0,520,240,230,30388
27,MN,55340,0,3310,1320,1790,606385
27,MN,55341,0,1320,470,740,119939
27,MN,55342,0,930,420,400,65551
27,MN,55343,0,14220,8310,4200,1036901
27,MN,55344,0,8030,4460,2670,636847
27,MN,55345,0,11180,5080,5330,1265296
27,MN,55346,0,8740,3850,4240,872882
27,MN,55347,0,14750,6330,7410,2431963
27,MN,55349,0,1820,830,810,99053
27,MN,55350,0,9230,4510,3870,526414
27,MN,55352,0,4430,1950,2060,325877
27,MN,55353,0,1520,720,700,93830
27,MN,55354,0,1290,540,620,70971
27,MN,55355,0,4680,2200,2020,248416
27,MN,55356,0,2710,1190,1290,592621
27,MN,55357,0,1610,710,820,170276
27,MN,55358,0,2540,1180,1170,162108
27,MN,55359,0,3070,1370,1510,452869
27,MN,55360,0,1280,480,720,89128
27,MN,55362,0,8950,4100,3820,542169
27,MN,55363,0,2190,960,970,122225
27,MN,55364,0,7480,3610,3240,909825
27,MN,55367,0,480,220,210,28536
27,MN,55368,0,1210,610,510,65285
27,MN,55369,0,18150,8730,7750,1323242
27,MN,55370,0,380,160,210,23021
27,MN,55371,0,7670,3430,3410,419611
27,MN,55372,0,15680,6910,7460,1849801
27,MN,55373,0,2730,1270,1180,186564
27,MN,55374,0,6730,2730,3520,600461
27,MN,55375,0,1770,640,990,150044
27,MN,55376,0,7570,3060,3850,606019
27,MN,55378,0,13580,5890,6340,1110295
27,MN,55379,0,20940,9440,8690,1547721
27,MN,55381,0,1000,460,460,52029
27,MN,55382,0,1760,770,870,111022
27,MN,55384,0,990,690,240,75469
27,MN,55385,0,630,310,290,33954
27,MN,55386,0,3240,1160,1910,422835
27,MN,55387,0,6140,2590,3040,510647
27,MN,55388,0,2630,1160,1230,187741
27,MN,55389,0,1230,540,580,65104
27,MN,55390,0,1230,560,560,72934
27,MN,55391,0,7770,3580,3700,2618192
27,MN,55395,0,1430,730,560,83854
27,MN,55396,0,1040,500,470,55046
27,MN,55397,0,1320,570,620,79892
27,MN,55398,0,7190,3070,3370,461265
27,MN,55401,0,6270,4690,1340,828040
27,MN,55402,0,840,600,200,279370
27,MN,55403,0,9770,7730,1480,902182
27,MN,55404,0,11990,8270,1650,423598
27,MN,55405,0,8510,6000,1650,869690
27,MN,55406,0,18460,10800,5600,1057017
27,MN,55407,0,18820,10300,4750,817701
27,MN,55408,0,18350,13450,2690,975038
27,MN,55409,0,6330,3780,1780,470849
27,MN,55410,0,10260,5080,4430,1352572
27,MN,55411,0,11990,5810,1790,354183
27,MN,55412,0,10390,5490,1960,391502
27,MN,55413,0,7070,5030,1390,383509
27,MN,55414,0,9850,7700,1620,551476
27,MN,55415,0,1320,900,350,182727
27,MN,55416,0,18190,11590,5410,2324982
27,MN,55417,0,13440,7270,4800,943096
27,MN,55418,0,16770,9860,5050,940644
27,MN,55419,0,13730,6760,5500,1483288
27,MN,55420,0,12080,6780,3680,585392
27,MN,55421,0,14780,8210,4150,662697
27,MN,55422,0,15040,8080,5100,1071204
27,MN,55423,0,19750,10810,6220,1019650
27,MN,55424,0,4570,1870,2420,1273831
27,MN,55425,0,4960,2780,1330,233439
27,MN,55426,0,14140,8340,4300,950751
27,MN,55427,0,12590,6590,4560,796186
27,MN,55428,0,15250,7740,4530,687877
27,MN,55429,0,13930,7080,3400,542771
27,MN,55430,0,11130,5650,2530,424623
27,MN,55431,0,10510,5550,3990,680862
27,MN,55432,0,16020,8430,5150,794494
27,MN,55433,0,17470,9080,5920,878741
27,MN,55434,0,15050,7470,5700,790509
27,MN,55435,0,6820,3950,2400,622201
27,MN,55436,0,6950,3290,3270,1571957
27,MN,55437,0,10100,5240,3990,813225
27,MN,55438,0,9320,4810,3840,928703
27,MN,55439,0,4570,1930,2310,857004
27,MN,55441,0,9700,5010,3730,869651
27,MN,55442,0,7140,3480,3160,678672
27,MN,55443,0,16990,7630,6260,1093670
27,MN,55444,0,8410,4070,2820,431043
27,MN,55445,0,5620,2610,2020,339906
27,MN,55446,0,10430,4440,5160,1307791
27,MN,55447,0,10890,5220,4720,1129844
27,MN,55448,0,14720,7140,5840,876136
27,MN,55449,0,12830,5210,6350,1186637
27,MN,55454,0,2770,1800,420,69342
27,MN,55455,0,110,100,0,2627
27,MN,55603,0,230,100,120,10387
27,MN,55604,0,1840,910,810,95839
27,MN,55605,0,330,210,70,10960
27,MN,55606,0,130,50,80,6617
27,MN,55612,0,320,170,130,15131
27,MN,55613,0,110,50,50,5156
27,MN,55614,0,1210,560,570,64877
27,MN,55615,0,120,70,50,6146
27,MN,55616,0,3420,1580,1510,173542
27,MN,55702,0,230,90,120,13767
27,MN,55703,0,310,140,160,16703
27,MN,55704,0,510,210,230,24080
27,MN,55705,0,1470,660,660,74437
27,MN,55706,0,820,380,360,36670
27,MN,55707,0,1530,640,720,78290
27,MN,55709,0,1820,760,900,92496
27,MN,55710,0,640,250,340,43613
27,MN,55711,0,230,100,110,10561
27,MN,55712,0,230,100,100,9297
27,MN,55717,0,140,50,90,10087
27,MN,55718,0,1530,700,690,83994
27,MN,55719,0,2600,1260,970,123769
27,MN,55720,0,7800,3680,3010,389387
27,MN,55721,0,1660,680,870,112666
27,MN,55723,0,1130,510,540,71427
27,MN,55724,0,390,170,190,19204
27,MN,55726,0,420,180,180,21931
27,MN,55731,0,2740,1390,1140,140095
27,MN,55732,0,700,300,330,35429
27,MN,55733,0,2300,940,1200,152790
27,MN,55734,0,2960,1430,1200,157779
27,MN,55735,0,790,350,360,36970
27,MN,55736,0,670,290,300,27663
27,MN,55738,0,270,130,120,13671
27,MN,55741,0,1540,700,720,85590
27,MN,55742,0,140,50,80,8398
27,MN,55744,0,9390,4340,4130,516226
27,MN,55746,0,7880,3780,3140,420868
27,MN,55748,0,610,270,270,27239
27,MN,55749,0,190,90,80,10078
